Date(UTC),UnixTimeStamp,Difficulty,BlockSize,TxFeeUSD,PriceEthUsd,PriceBtcUsd,ERC20Transfer,ERC20Addr,GtrendsEth,Gold,SP500,TickerRIOT,TickerMSTR
7/30/2015,1438214400,0.121,644,0,0,289.102997,0,0,0,1088.7,2106.78,3.4,204.81
7/31/2015,1438300800,0.603,582,0,0,287.696014,0,0,0,1095.1,2111.6,3.5384,203.85
8/1/2015,1438387200,0.887,575,0,0,284.686005,0,0,0,1089.4,2104.49,3.52,203.5
8/2/2015,1438473600,1.02,581,0,0,280.449005,0,0,0,1089.4,2104.49,3.52,203.5
8/3/2015,1438560000,1.126,587,0,0,282.806,0,0,0,1089.4,2104.49,3.52,203.5
8/4/2015,1438646400,1.217,587,0,0,281.225006,0,0,0,1090.7,2097.68,3.3304,214.86
8/5/2015,1438732800,1.328,579,0,0,284.846985,0,0,0,1085.6,2095.27,3.288,216.25
8/6/2015,1438819200,1.381,584,0,0,281.906006,0,0,0,1090.1,2100.75,3.16,213.04
8/7/2015,1438905600,1.471,633,0.05,2.77,278.740997,0,0,0,1094.1,2082.61,3.1288,215.61
8/8/2015,1438992000,1.586,668,0.02,0.81,279.742004,0,0,0,1104.1,2080.98,3.2,218.85
8/9/2015,1439078400,1.709,618,0.01,0.74,261.115997,0,0,0,1104.1,2080.98,3.2,218.85
8/10/2015,1439164800,1.838,631,0.01,0.68,265.477997,0,0,0,1104.1,2080.98,3.2,218.85
8/11/2015,1439251200,2.036,692,0,1.06,264.34201,0,0,0,1107.7,2102.66,3.28,215.41
8/12/2015,1439337600,2.207,653,0.02,1.25,270.597992,0,0,0,1123.6,2081.1,3.28,216.98
8/13/2015,1439424000,2.337,666,0.02,1.78,266.183014,0,0,0,1115.6,2086.19,3.3488,218.71
8/14/2015,1439510400,2.671,660,0.01,1.8,264.131989,0,0,0,1112.7,2083.15,3.2792,218.8
8/15/2015,1439596800,3.378,638,0.01,1.79,265.528992,0,0,0,1118.4,2089.7,3.3176,221.6
8/16/2015,1439683200,3.632,641,0,1.37,261.865997,0,0,0,1118.4,2089.7,3.3176,221.6
8/17/2015,1439769600,3.908,635,0,1.2,258.48999,0,0,0,1118.4,2089.7,3.3176,221.6
8/18/2015,1439856000,4.378,648,0.01,1.27,257.925995,0,0,0,1116.9,2101.99,3.28,217.73
8/19/2015,1439942400,4.42,653,0.01,1.26,225.671005,0,0,0,1127.9,2095.69,3.2568,218.62
8/20/2015,1440028800,4.469,650,0,1.48,226.899002,0,0,0,1153.2,2076.61,3.2,209.59
8/21/2015,1440115200,4.415,668,0,1.44,235.354996,0,0,0,1159.6,2034.08,3.2392,204
8/22/2015,1440201600,4.828,648,0.02,1.39,232.662003,0,0,0,1153.6,1965.15,3.0776,196.06
8/23/2015,1440288000,5.138,681,0,1.35,230.376007,0,0,0,1153.6,1965.15,3.0776,196.06
8/24/2015,1440374400,5.179,673,0,1.24,228.112,0,0,0,1153.6,1965.15,3.0776,196.06
8/25/2015,1440460800,5.173,680,0,1.17,210.067993,0,0,0,1138.3,1898.08,3.1872,196.03
8/26/2015,1440547200,5.587,669,0,1.16,222.076004,0,0,0,1124.6,1872.75,3.12,201.14
8/27/2015,1440633600,5.925,708,0,1.13,226.050003,0,0,0,1122.6,1942.77,3.1768,200.87
8/28/2015,1440720000,6.251,691,0,1.3,224.701004,0,0,0,1134,1986.06,3.232,200.99
8/29/2015,1440806400,6.658,682,0,1.18,231.548996,0,0,0,1132.5,1986.73,3.4,198.7
8/30/2015,1440892800,6.781,689,0,1.32,229.895004,0,0,0,1132.5,1986.73,3.4,198.7
8/31/2015,1440979200,7.214,731,0,1.35,229.113998,0,0,0,1132.5,1986.73,3.4,198.7
9/1/2015,1441065600,7.641,741,0,1.35,230.255997,0,0,0,1139.8,1970.09,3.28,196.04
9/2/2015,1441152000,8.284,766,0,1.29,228.026993,0,0,0,1133.6,1916.52,3.416,197.02
9/3/2015,1441238400,8.355,755,0,1.26,229.324005,0,0,0,1124.5,1950.79,3.36,198.37
9/4/2015,1441324800,6.47,762,0,1.27,227.214996,0,0,0,1121.4,1947.76,3.384,195.43
9/5/2015,1441411200,6.235,753,0,1.37,230.199005,0,0,0,1121.4,1927.3,3.424,201.25
9/6/2015,1441497600,6.305,733,0,1.3,234.869995,0,0,0,1121.4,1927.3,3.424,201.25
9/7/2015,1441584000,6.339,753,0,1.24,239.934006,0,0,0,1121.4,1927.3,3.424,201.25
9/8/2015,1441670400,6.077,759,0,1.23,239.845993,0,0,0,1121,1927.3,3.424,201.25
9/9/2015,1441756800,6.202,765,0,1.21,243.414993,0,0,0,1102,1971.45,3.3432,198.34
9/10/2015,1441843200,6.29,730,0,1.16,238.335999,0,0,0,1109.3,1941.59,3.2016,198.41
9/11/2015,1441929600,6.562,736,0,0.98,238.328995,0,0,0,1103.3,1951.45,3.3128,201.14
9/12/2015,1442016000,6.833,761,0,1.04,239.854996,0,0,0,1107.7,1963.06,3.2016,200.95
9/13/2015,1442102400,7.022,764,0,0.94,235.242004,0,0,0,1107.7,1963.06,3.2016,200.95
9/14/2015,1442188800,6.626,771,0,0.87,230.608994,0,0,0,1107.7,1963.06,3.2016,200.95
9/15/2015,1442275200,6.419,755,0,0.94,230.492004,0,0,0,1102.6,1955.1,3.2,207.95
9/16/2015,1442361600,6.179,739,0,0.9,230.25,0,0,0,1119,1978.02,3.096,209.87
9/17/2015,1442448000,6.04,753,0,0.89,229.076004,0,0,0,1117,1995.33,3.28,209.9
9/18/2015,1442534400,5.653,785,0,0.85,233.520996,0,0,0,1137.8,1989.66,3.28,206.68
9/19/2015,1442620800,5.548,735,0,0.89,232.858002,0,0,0,1132.8,1960.84,3.2272,208.5
9/20/2015,1442707200,6.202,766,0,0.94,231.399002,0,0,0,1132.8,1960.84,3.2272,208.5
9/21/2015,1442793600,6.541,779,0,0.9,231.216995,0,0,0,1132.8,1960.84,3.2272,208.5
9/22/2015,1442880000,6.624,807,0,0.9,226.968994,0,0,0,1124.8,1961.39,3.0384,207.07
9/23/2015,1442966400,6.895,784,0,0.9,230.936005,0,0,0,1131.5,1943.24,2.88,208.28
9/24/2015,1443052800,7.029,782,0,0.81,230.358002,0,0,0,1153.8,1934.81,2.96,205.19
9/25/2015,1443139200,6.977,767,0,0.74,234.362,0,0,0,1145.6,1935.93,2.8,205.19
9/26/2015,1443225600,7.227,765,0,0.78,235.076004,0,0,0,1131.7,1929.18,2.64,195.28
9/27/2015,1443312000,7.253,725,0,0.72,234.139008,0,0,0,1131.7,1929.18,2.64,195.28
9/28/2015,1443398400,6.747,755,0,0.59,232.835999,0,0,0,1131.7,1929.18,2.64,195.28
9/29/2015,1443484800,6.057,762,0,0.68,239.016006,0,0,0,1126.8,1881.9,2.576,194.72
9/30/2015,1443571200,5.625,742,0,0.72,236.639999,0,0,0,1115.2,1887.14,2.456,196.47
10/1/2015,1443657600,5.653,741,0,0.68,236.003998,0,0,0,1113.7,1919.65,2.6712,199.3
10/2/2015,1443744000,5.982,773,0,0.68,237.264008,0,0,0,1136.6,1921.77,2.7192,198.84
10/3/2015,1443830400,6.291,769,0,0.69,237.201996,0,0,0,1137.6,1954.33,2.592,200.99
10/4/2015,1443916800,6.206,776,0,0.67,238.531006,0,0,0,1137.6,1954.33,2.592,200.99
10/5/2015,1444003200,6.285,771,0,0.63,238.147003,0,0,0,1137.6,1954.33,2.592,200.99
10/6/2015,1444089600,6.276,781,0,0.66,240.363998,0,0,0,1146.4,1986.63,2.68,197.58
10/7/2015,1444176000,5.984,808,0,0.61,246.169998,0,0,0,1148.7,1982.34,2.6408,199.58
10/8/2015,1444262400,5.978,789,0,0.62,243.074997,0,0,0,1144.3,1994.01,2.64,199.53
10/9/2015,1444348800,6.123,779,0,0.65,242.498001,0,0,0,1155.9,2013.73,2.6,205.25
10/10/2015,1444435200,6.032,778,0,0.63,243.740005,0,0,0,1164.5,2015.65,2.544,206.11
10/11/2015,1444521600,6.139,748,0,0.63,244.742004,0,0,0,1164.5,2015.65,2.544,206.11
10/12/2015,1444608000,6.145,787,0,0.63,246.875,0,0,0,1164.5,2015.65,2.544,206.11
10/13/2015,1444694400,6.357,818,0,0.6,245.199997,0,0,0,1165.4,2015,2.256,199.38
10/14/2015,1444780800,6.482,791,0,0.51,249.492996,0,0,0,1179.8,2003.66,2.24,196.75
10/15/2015,1444867200,6.209,824,0,0.56,252.106995,0,0,0,1187.5,1996.47,2.4,199.79
10/16/2015,1444953600,5.815,827,0,0.53,254.296005,0,0,0,1183.1,2024.37,2.3192,203.11
10/17/2015,1445040000,6.004,788,0,0.55,262.747009,0,0,0,1172.8,2031.73,2.3192,203.73
10/18/2015,1445126400,5.974,812,0,0.52,270.907013,0,0,0,1172.8,2031.73,2.3192,203.73
10/19/2015,1445212800,5.922,802,0,0.49,261.860992,0,0,0,1172.8,2031.73,2.3192,203.73
10/20/2015,1445299200,5.835,770,0,0.44,263.571991,0,0,0,1177.5,2033.13,2.16,197.11
10/21/2015,1445385600,5.876,774,0,0.44,269.306,0,0,0,1167.1,2033.47,2.2392,190.36
10/22/2015,1445472000,5.734,782,0,0.59,266.496002,0,0,0,1166.1,2021.88,2.384,194.92
10/23/2015,1445558400,5.879,818,0,0.52,273.648987,0,0,0,1162.8,2058.19,2.28,188.18
10/24/2015,1445644800,6.288,771,0,0.57,276.503998,0,0,0,1166.2,2075.08,2.24,196.26
10/25/2015,1445731200,6.589,751,0,0.65,281.445007,0,0,0,1166.2,2075.08,2.24,196.26
10/26/2015,1445817600,6.541,765,0,0.74,283.627991,0,0,0,1166.2,2075.08,2.24,196.26
10/27/2015,1445904000,6.542,815,0,0.87,285.181,0,0,0,1165.8,2068.75,2.168,168.24
10/28/2015,1445990400,6.846,808,0,1.01,293.703003,0,0,0,1176.1,2066.48,2.24,178.85
10/29/2015,1446076800,7.04,814,0,1.16,304.324005,0,0,0,1147.3,2088.35,2.28,174.38
10/30/2015,1446163200,7.429,781,0,1.04,313.942993,3,2,0,1141.4,2090,2.28,172.07
10/31/2015,1446249600,7.793,812,0,0.89,328.511993,0,0,0,1135.9,2080.76,2.28,176.16
11/1/2015,1446336000,7.781,783,0,1.05,315.005005,0,0,0,1135.9,2080.76,2.28,176.16
11/2/2015,1446422400,7.69,779,0,0.96,325.941986,1,2,0,1135.9,2080.76,2.28,176.16
11/3/2015,1446508800,7.333,844,0,1,361.872986,30,26,0,1114.1,2102.63,2.48,177.12
11/4/2015,1446595200,7.743,762,0,0.87,403.664001,18,18,0,1106.2,2110.6,2.48,180.23
11/5/2015,1446681600,7.582,813,0,0.89,408.076996,12,15,0,1104.2,2101.68,2.248,176.92
11/6/2015,1446768000,7.592,812,0,0.92,388.046997,0,0,0,1087.7,2098.6,2.248,177.65
11/7/2015,1446854400,7.55,1005,0,0.92,374.269012,0,0,0,1088.1,2096.56,2.24,174.86
11/8/2015,1446940800,7.709,1015,0,1.02,384.278015,18,4,0,1088.1,2096.56,2.24,174.86
11/9/2015,1447027200,7.754,786,0,1,374.324005,39,30,0,1088.1,2096.56,2.24,174.86
11/10/2015,1447113600,7.76,834,0,0.92,379.984009,39,37,0,1088.5,2077.19,2.24,174.45
11/11/2015,1447200000,7.673,1044,0,0.78,339.820007,27,26,0,1084.9,2083.41,2.4,174.85
11/12/2015,1447286400,7.746,874,0,0.89,314.07901,5,3,0,1081,2072.29,2.48,172.72
11/13/2015,1447372800,7.87,808,0,0.89,338.497986,3,5,0,1080.9,2044.64,2.32,168.87
11/14/2015,1447459200,7.913,938,0,0.89,336.623993,1,2,0,1083.6,2022.08,2.24,171.58
11/15/2015,1447545600,8.26,797,0,0.9,333.050995,4,5,0,1083.6,2022.08,2.24,171.58
11/16/2015,1447632000,8.327,782,0,0.94,319.734985,2,4,0,1083.6,2022.08,2.24,171.58
11/17/2015,1447718400,8.153,762,0,1,330.362,0,0,0,1068.6,2053.67,2.12,171.93
11/18/2015,1447804800,8.55,774,0,0.99,334.592987,1,2,0,1068.7,2051.99,2.248,174.82
11/19/2015,1447891200,8.807,882,0,0.95,334.678986,0,0,0,1077.9,2083.7,2.3784,173
11/20/2015,1447977600,7.975,814,0,0.93,326.411011,2,2,0,1076.3,2082.82,2.352,173.21
11/21/2015,1448064000,7.601,832,0,0.97,322.09201,0,0,0,1066.6,2089.41,2.4,173.68
11/22/2015,1448150400,7.533,816,0,0.96,326.975006,0,0,0,1066.6,2089.41,2.4,173.68
11/23/2015,1448236800,7.566,863,0,0.94,324.350006,0,0,0,1066.6,2089.41,2.4,173.68
11/24/2015,1448323200,7.665,828,0,0.91,323.014008,0,0,0,1073.3,2084.42,2.6392,173.3
11/25/2015,1448409600,7.517,807,0,0.86,320.045013,0,0,0,1069.7,2089.3,2.64,175.4
11/26/2015,1448496000,7.498,784,0,0.88,328.303009,2,3,0,1069.7,2088.82,2.656,175.56
11/27/2015,1448582400,7.47,790,0,0.87,351.860992,0,0,0,1056.2,2088.82,2.656,175.56
11/28/2015,1448668800,7.721,774,0,0.91,357.140991,3,4,0,1065.3,2090.95,2.816,173.37
11/29/2015,1448755200,7.721,776,0,0.87,357.471985,1,2,0,1065.3,2090.95,2.816,173.37
11/30/2015,1448841600,7.781,864,0,0.88,371.437012,0,0,0,1065.3,2090.95,2.816,173.37
12/1/2015,1448928000,7.873,847,0,0.87,377.414001,0,0,0,1063.5,2082.93,2.8,177.19
12/2/2015,1449014400,7.818,819,0,0.83,361.845001,1,2,0,1053.8,2101.71,2.5608,176.19
12/3/2015,1449100800,7.588,778,0,0.82,359.330994,1,2,0,1061.2,2080.71,2.504,173.58
12/4/2015,1449187200,7.833,804,0,0.84,361.261993,16,21,0,1084.1,2051.24,2.48,176.84
12/5/2015,1449273600,8.164,835,0,0.85,363.721008,7,7,0,1075.2,2090.42,2.4792,173.73
12/6/2015,1449360000,7.852,877,0,0.84,389.554993,4,8,0,1075.2,2090.42,2.4792,173.73
12/7/2015,1449446400,7.648,775,0,0.8,389.977997,6,10,0,1075.2,2090.42,2.4792,173.73
12/8/2015,1449532800,7.548,771,0,0.83,395.753998,5,6,0,1075.3,2073.39,2.5592,175.49
12/9/2015,1449619200,7.35,779,0,0.79,414.44101,1,2,0,1076.5,2061.17,2.5488,172.53
12/10/2015,1449705600,7.773,820,0,0.84,417.988007,9,8,0,1072,2047.93,2.56,172.75
12/11/2015,1449792000,8.06,884,0,0.91,415.281006,6,9,0,1075.7,2047.27,2.576,174.14
12/12/2015,1449878400,8.045,916,0,0.97,452.334991,3,5,0,1063.4,2013.37,2.48,175.25
12/13/2015,1449964800,8.472,845,0,0.96,431.660004,1,2,0,1063.4,2013.37,2.48,175.25
12/14/2015,1450051200,8.576,1752,0,0.99,433.272003,4,5,0,1063.4,2013.37,2.48,175.25
12/15/2015,1450137600,8.769,1834,0.01,1.01,443.877991,4,7,0,1061.6,2025.55,2.56,178.93
12/16/2015,1450224000,8.562,1216,0,0.99,465.208008,0,0,0,1076.8,2046.5,2.5496,177.12
12/17/2015,1450310400,8.734,1053,0,0.94,454.777008,0,0,0,1049.6,2073.76,2.48,173.51
12/18/2015,1450396800,8.78,1057,0,0.91,455.846985,0,0,0,1065,2040.81,2.56,175.74
12/19/2015,1450483200,8.719,1009,0,0.9,463.552002,0,0,0,1080.6,2010.27,2.4792,177.37
12/20/2015,1450569600,8.54,1103,0,0.9,462.234009,0,0,0,1080.6,2010.27,2.4792,177.37
12/21/2015,1450656000,8.513,1172,0,0.89,442.838013,2,4,0,1080.6,2010.27,2.4792,177.37
12/22/2015,1450742400,8.74,2045,0,0.87,437.436005,0,0,0,1074.1,2023.15,2.56,177.14
12/23/2015,1450828800,8.532,1544,0,0.85,436.720001,4,6,0,1068.3,2042.2,2.48,177.45
12/24/2015,1450915200,8.569,1292,0,0.85,443.091003,0,0,0,1075.9,2063.52,2.4,177.61
12/25/2015,1451001600,8.546,1042,0,0.87,454.855011,0,0,0,1075.9,2057.77,2.3816,176.41
12/26/2015,1451088000,8.456,1074,0,0.85,455.756012,3,3,0,1068.3,2057.77,2.3816,176.41
12/27/2015,1451174400,8.589,1575,0,0.85,416.514008,0,0,0,1068.3,2057.77,2.3816,176.41
12/28/2015,1451260800,8.532,1239,0,0.84,423.342987,1,2,0,1068.3,2057.77,2.3816,176.41
12/29/2015,1451347200,8.605,1200,0,0.87,422.097992,2,3,0,1068,2060.54,2.4552,180.64
12/30/2015,1451433600,8.478,1564,0,0.9,433.299988,2,4,0,1059.8,2077.34,2.416,178.92
12/31/2015,1451520000,8.543,1057,0,0.93,425.875,0,0,0,1060.2,2060.59,2.436,179.29
1/1/2016,1451606400,8.547,885,0,0.93,430.721008,0,0,0,1075.2,2038.2,2.4056,171.13
1/2/2016,1451692800,8.147,954,0,0.93,434.622009,0,0,0,1075.2,2038.2,2.4056,171.13
1/3/2016,1451779200,8.312,955,0,0.97,433.578003,0,0,0,1075.2,2038.2,2.4056,171.13
1/4/2016,1451865600,8.334,981,0,0.95,430.061005,0,0,0,1075.2,2038.2,2.4056,171.13
1/5/2016,1451952000,8.306,1396,0,0.95,433.069,0,0,0,1078.4,2013.78,2.52,171.77
1/6/2016,1452038400,8.423,1553,0,0.96,431.855988,1,2,0,1091.9,2011.71,2.32,169.27
1/7/2016,1452124800,8.21,1550,0,0.95,430.010986,5,7,0,1107.8,1985.32,2.2856,161.03
1/8/2016,1452211200,8.302,1080,0,0.99,457.537994,0,0,0,1097.9,1945.97,2.3216,148.15
1/9/2016,1452297600,8.433,1209,0,0.99,453.382996,7,3,0,1096.2,1926.12,2.1784,152.45
1/10/2016,1452384000,8.337,1044,0,0.99,448.238007,0,0,0,1096.2,1926.12,2.1784,152.45
1/11/2016,1452470400,8.828,1058,0,1.05,448.697998,0,0,0,1096.2,1926.12,2.1784,152.45
1/12/2016,1452556800,8.89,1094,0,1.23,448.182007,1,2,0,1085.2,1927.83,1.9928,156.19
1/13/2016,1452643200,8.484,1423,0,1.13,434.665009,1,2,0,1087.1,1940.34,1.84,150.34
1/14/2016,1452729600,8.735,1062,0,1.16,432.287994,3,5,0,1073.6,1891.68,1.96,152.53
1/15/2016,1452816000,8.996,1006,0,1.22,430.255005,8,6,0,1090.7,1916.68,1.76,149.93
1/16/2016,1452902400,9.202,967,0,1.22,365.072998,0,0,0,1089.1,1888.66,1.8632,146.34
1/17/2016,1452988800,9.068,887,0,1.31,387.152008,2,4,0,1089.1,1888.66,1.8632,146.34
1/18/2016,1453075200,9.454,1057,0,1.47,381.733002,3,5,0,1089.1,1888.66,1.8632,146.34
1/19/2016,1453161600,9.539,1107,0,1.37,387.026001,1,2,0,1089.1,1888.66,1.8632,146.34
1/20/2016,1453248000,9.414,959,0,1.53,379.73999,4,5,0,1106.2,1876.18,1.92,149.69
1/21/2016,1453334400,9.598,944,0,1.54,419.631989,3,3,0,1098.2,1861.46,1.8376,150.22
1/22/2016,1453420800,9.897,1027,0,1.52,409.751007,4,4,0,1096.3,1877.4,1.8792,149.91
1/23/2016,1453507200,10.059,906,0,2.03,382.43399,4,4,0,1105.3,1906.28,1.9608,145.88
1/24/2016,1453593600,10.133,993,0,2.1,388.10199,5,8,0,1105.3,1906.28,1.9608,145.88
1/25/2016,1453680000,10.33,1335,0.01,2.5,402.316986,2,3,0,1105.3,1906.28,1.9608,145.88
1/26/2016,1453766400,10.611,1228,0.01,2.3,392.002014,4,2,0,1120.6,1878.79,2,147.15
1/27/2016,1453852800,10.82,1566,0.01,2.42,392.444,1,2,0,1116.3,1902.52,2.3184,142.39
1/28/2016,1453939200,10.449,1424,0.01,2.55,395.145996,1049,7,0,1116.1,1885.22,2.104,167.26
1/29/2016,1454025600,10.883,1308,0.01,2.41,380.108002,232,10,0,1116.4,1894,2.12,172.51
1/30/2016,1454112000,10.876,1179,0.01,2.43,378.86499,13,12,0,1128,1936.94,2.1584,173.34
1/31/2016,1454198400,10.696,1135,0.01,2.2,378.292999,2,4,0,1128,1936.94,2.1584,173.34
2/1/2016,1454284800,10.917,1081,0,2.17,369.350006,13,11,1,1128,1936.94,2.1584,173.34
2/2/2016,1454371200,10.674,1077,0.01,2.45,372.920013,169,165,1,1127.2,1935.26,2,171.89
2/3/2016,1454457600,10.857,1060,0,2.53,374.645996,24,17,1,1141.3,1907.07,2.1592,171.48
2/4/2016,1454544000,11.114,1087,0.01,2.57,370.174011,8,13,1,1157.5,1911.67,2.312,167.84
2/5/2016,1454630400,11.176,1117,0.01,2.57,388.89801,12,8,1,1157.7,1913.07,2.0992,156.46
2/6/2016,1454716800,10.867,1678,0.02,2.53,386.588989,9,7,1,1197.9,1873.25,2,155
2/7/2016,1454803200,11.05,1026,0.01,3,376.514008,21,18,1,1197.9,1873.25,2,155
2/8/2016,1454889600,11.54,1034,0.01,3.16,376.756989,32,17,1,1197.9,1873.25,2,155
2/9/2016,1454976000,11.245,1032,0.01,3.76,373.423004,5,7,1,1198.6,1848.46,1.888,151.96
2/10/2016,1455062400,11.659,1106,0.01,4.35,376.145996,13,19,1,1194.6,1857.1,1.92,150.15
2/11/2016,1455148800,11.994,1280,0.01,6.38,382.114014,51,28,1,1247.8,1847,1.76,149.57
2/12/2016,1455235200,11.553,1171,0.01,5.27,379.686005,10,13,1,1239.4,1833.4,1.7424,151.9
2/13/2016,1455321600,12.097,1222,0.01,5.22,384.640991,3,6,1,1208.2,1871.44,1.744,152.36
2/14/2016,1455408000,12.497,1140,0.01,5.2,392.932007,6,7,1,1208.2,1871.44,1.744,152.36
2/15/2016,1455494400,12.875,1127,0.01,5.22,407.567993,23,16,1,1208.2,1871.44,1.744,152.36
2/16/2016,1455580800,12.696,1128,0.01,4.25,401.432007,16,23,1,1208.2,1871.44,1.744,152.36
2/17/2016,1455667200,12.722,1265,0.01,3.86,407.656006,25,27,1,1211.4,1898.8,1.7048,156.6
2/18/2016,1455753600,12.182,1109,0.01,4.36,416.571991,8,10,1,1226.3,1927.57,1.8008,149.32
2/19/2016,1455840000,12.651,1157,0.01,4.45,422.730011,4,6,1,1230.8,1916.74,1.688,153.25
2/20/2016,1455926400,12.814,1046,0.01,4.37,421.601013,0,0,1,1210.1,1924.44,1.904,154.6
2/21/2016,1456012800,12.959,1051,0.01,4.63,437.77301,3,6,1,1210.1,1924.44,1.904,154.6
2/22/2016,1456099200,13.432,1090,0.01,5.6,438.989014,24,16,1,1210.1,1924.44,1.904,154.6
2/23/2016,1456185600,13.784,1117,0.03,5.7,438.255005,39,15,1,1222.6,1942.38,1.7808,152.59
2/24/2016,1456272000,13.623,1109,0.02,6.23,420.955994,34,19,1,1239.1,1917.56,1.8264,156.58
2/25/2016,1456358400,13.574,1114,0.01,5.93,425.036987,33,20,1,1238.8,1931.87,1.72,158.15
2/26/2016,1456444800,14.049,1289,0.01,6.03,424.628998,38,17,1,1220.4,1954.95,1.68,158.58
2/27/2016,1456531200,14.565,1102,0.01,6.31,432.838989,11,14,1,1234.4,1947.13,1.6808,158.71
2/28/2016,1456617600,14.737,1091,0.01,6.5,432.571014,9,13,1,1234.4,1947.13,1.6808,160.89
2/29/2016,1456704000,14.937,1175,0.01,6.35,433.437988,45,23,1,1234.4,1947.13,1.6808,160.89
3/1/2016,1456790400,14.453,1157,0.01,7.59,437.916992,40,25,2,1230.8,1937.09,1.644,172.39
3/2/2016,1456876800,14.99,1199,0.01,8.7,435.131012,46,40,2,1241.8,1976.6,1.7208,168.24
3/3/2016,1456963200,15.599,1248,0.01,9.35,423.911987,28,23,2,1258.2,1985.6,1.8808,170.78
3/4/2016,1457049600,16.141,1249,0.01,9.96,421.835999,141,115,2,1270.7,1994.01,1.76,168.98
3/5/2016,1457136000,16.473,1314,0.01,11,410.781006,8,7,2,1264,1996.11,1.8448,168.75
3/6/2016,1457222400,17.342,1366,0.01,10.98,400.524994,27,13,2,1264,1996.11,1.8448,168.75
3/7/2016,1457308800,17.164,1218,0.01,9.5,407.756989,24,28,2,1264,1996.11,1.8448,168.75
3/8/2016,1457395200,17.492,1242,0.01,9.88,414.464996,63,35,2,1262.9,1996.88,1.76,167.65
3/9/2016,1457481600,17.867,1279,0.01,11.55,413.894012,44,43,2,1257.4,1981.44,1.76,168.24
3/10/2016,1457568000,18.006,1222,0.01,11.11,414.743988,38,40,2,1272.8,1990.97,1.68,167.12
3/11/2016,1457654400,18.682,1211,0.01,11.25,417.238007,66,44,2,1259.4,1994.71,1.6208,170.59
3/12/2016,1457740800,19.655,1385,0.01,13.25,421.605011,54,32,2,1245.1,2019.27,1.784,168.04
3/13/2016,1457827200,20.15,1392,0.01,15,411.64801,27,26,2,1245.1,2019.27,1.784,168.04
3/14/2016,1457913600,20.066,1501,0.01,12.5,414.200989,40,44,2,1245.1,2019.27,1.784,168.04
3/15/2016,1458000000,17.572,1318,0.01,13.09,416.388,31,28,2,1231,2015.27,1.7688,165.81
3/16/2016,1458086400,17.778,1316,0.01,12.92,416.888,26,28,2,1229.8,2014.24,2.264,167.38
3/17/2016,1458172800,18.039,1421,0.01,11.14,417.889008,32,28,2,1265,2026.9,2.216,168.98
3/18/2016,1458259200,18.3,1403,0.01,10.75,420.546997,31,31,2,1254.3,2041.16,2.2856,175.12
3/19/2016,1458345600,18.652,1494,0.01,10.55,409.265015,23,24,2,1244.2,2047.88,2.312,175.55
3/20/2016,1458432000,19.423,1446,0.01,10.06,410.401001,63,47,2,1244.2,2047.88,2.312,175.55
3/21/2016,1458518400,19.269,1498,0.01,11.97,413.417999,324,229,2,1244.2,2047.88,2.312,175.55
3/22/2016,1458604800,19.568,1514,0.01,10.96,413.131989,3072,1910,2,1248.6,2048.64,2.4696,175.77
3/23/2016,1458691200,18.766,1529,0.01,12.29,418.161011,906,536,2,1225.6,2048.55,2.24,169.48
3/24/2016,1458777600,19.801,1862,0.01,11.13,418.424011,4911,2513,2,1223.5,2032.48,2.4008,172.82
3/25/2016,1458864000,20.872,1621,0.01,10.69,416.507996,2164,1281,2,1222,2037.89,2.4,172.02
3/26/2016,1458950400,21.414,1538,0.01,11,417.36499,5508,5177,2,1222,2037.89,2.4,172.02
3/27/2016,1459036800,21.977,1261,0.01,10.5,418.140015,510,422,2,1222,2037.89,2.4,172.02
3/28/2016,1459123200,21.768,1568,0.01,11.58,426.548004,4227,2480,2,1222,2037.89,2.4,172.02
3/29/2016,1459209600,22.514,1389,0.01,11.73,424.303986,683,499,2,1237.5,2035.75,2.4,177.79
3/30/2016,1459296000,22.822,1572,0.01,11.88,416.834015,2753,1745,2,1228.6,2058.27,2.4,180.87
3/31/2016,1459382400,23.889,1405,0.01,11.41,415.256989,571,488,2,1235.6,2063.77,2.7,179.72
4/1/2016,1459468800,23.749,1493,0.01,11.63,416.76001,3250,2137,1,1223.5,2056.62,2.63,182.75
4/2/2016,1459555200,23.52,1235,0.01,11.61,418.421997,471,413,1,1219.3,2073.19,2.9499,184.71
4/3/2016,1459641600,24.296,1245,0.01,11.58,421.173004,514,415,1,1219.3,2073.19,2.9499,184.71
4/4/2016,1459728000,25.246,1502,0.01,11.1,421.299011,3419,2194,1,1219.3,2073.19,2.9499,184.71
4/5/2016,1459814400,25.706,1528,0.01,10.39,421.016998,6172,5838,1,1229.6,2062.5,3.02,183.1
4/6/2016,1459900800,25.667,1337,0.01,10.79,424.283997,1142,1019,1,1223.8,2045.56,2.98,182.34
4/7/2016,1459987200,24.64,1404,0.01,10.08,423.619995,2154,1583,1,1237.5,2063.01,2.99,179.1
4/8/2016,1460073600,26.14,1541,0.01,9.74,422.907013,4097,2210,1,1243.8,2045.54,2.97,178.8
4/9/2016,1460160000,26.843,1318,0.01,9.16,420.811005,1200,904,1,1258,2050.23,3.0401,180.72
4/10/2016,1460246400,27.084,1281,0.01,8.8,419.59201,513,429,1,1258,2050.23,3.0401,180.72
